l,one,two
1,data_speech_commands_v0.02/down/cd85758f_down_0.wav,data_speech_commands_v0.02/zero/cd85758f_zero_2.wav
0,data_speech_commands_v0.02/down/cd85758f_down_0.wav,data_speech_commands_v0.02/backward/8fe67225_backward_2.wav
0,data_speech_commands_v0.02/down/cd85758f_down_0.wav,data_speech_commands_v0.02/four/1acc97de_four_2.wav
1,data_speech_commands_v0.02/down/e0c782d5_down_0.wav,data_speech_commands_v0.02/four/e0c782d5_four_1.wav
1,data_speech_commands_v0.02/down/e0c782d5_down_0.wav,data_speech_commands_v0.02/six/e0c782d5_six_3.wav
0,data_speech_commands_v0.02/down/e0c782d5_down_0.wav,data_speech_commands_v0.02/two/3c4aa5ef_two_2.wav
0,data_speech_commands_v0.02/down/e0c782d5_down_0.wav,data_speech_commands_v0.02/happy/e6e29c47_happy_2.wav
1,data_speech_commands_v0.02/down/24befdb3_down_0.wav,data_speech_commands_v0.02/nine/24befdb3_nine_2.wav
1,data_speech_commands_v0.02/down/24befdb3_down_0.wav,data_speech_commands_v0.02/left/24befdb3_left_0.wav
0,data_speech_commands_v0.02/down/24befdb3_down_0.wav,data_speech_commands_v0.02/nine/0cb74144_nine_3.wav
0,data_speech_commands_v0.02/down/24befdb3_down_0.wav,data_speech_commands_v0.02/down/679463fc_down_1.wav
1,data_speech_commands_v0.02/down/1dc86f91_down_0.wav,data_speech_commands_v0.02/visual/1dc86f91_visual_0.wav
1,data_speech_commands_v0.02/down/1dc86f91_down_0.wav,data_speech_commands_v0.02/no/1dc86f91_no_1.wav
0,data_speech_commands_v0.02/down/1dc86f91_down_0.wav,data_speech_commands_v0.02/off/893705bb_off_2.wav
0,data_speech_commands_v0.02/down/1dc86f91_down_0.wav,data_speech_commands_v0.02/zero/96d8bb6f_zero_1.wav
1,data_speech_commands_v0.02/down/d962e5ac_down_0.wav,data_speech_commands_v0.02/seven/d962e5ac_seven_0.wav
1,data_speech_commands_v0.02/down/d962e5ac_down_0.wav,data_speech_commands_v0.02/five/d962e5ac_five_3.wav
0,data_speech_commands_v0.02/down/d962e5ac_down_0.wav,data_speech_commands_v0.02/yes/f5626af6_yes_3.wav
0,data_speech_commands_v0.02/down/d962e5ac_down_0.wav,data_speech_commands_v0.02/no/d070ea86_no_0.wav
1,data_speech_commands_v0.02/down/890cc926_down_0.wav,data_speech_commands_v0.02/go/890cc926_go_0.wav
1,data_speech_commands_v0.02/down/890cc926_down_0.wav,data_speech_commands_v0.02/zero/890cc926_zero_1.wav
0,data_speech_commands_v0.02/down/890cc926_down_0.wav,data_speech_commands_v0.02/one/96a48d28_one_2.wav
0,data_speech_commands_v0.02/down/890cc926_down_0.wav,data_speech_commands_v0.02/off/28ce0c58_off_2.wav
1,data_speech_commands_v0.02/down/3108acca_down_0.wav,data_speech_commands_v0.02/on/3108acca_on_1.wav
1,data_speech_commands_v0.02/down/3108acca_down_0.wav,data_speech_commands_v0.02/forward/3108acca_forward_3.wav
0,data_speech_commands_v0.02/down/3108acca_down_0.wav,data_speech_commands_v0.02/five/559bc36a_five_3.wav
0,data_speech_commands_v0.02/down/3108acca_down_0.wav,data_speech_commands_v0.02/learn/a55105d0_learn_1.wav
1,data_speech_commands_v0.02/down/38d78313_down_0.wav,data_speech_commands_v0.02/stop/38d78313_stop_0.wav
1,data_speech_commands_v0.02/down/38d78313_down_0.wav,data_speech_commands_v0.02/five/38d78313_five_1.wav
0,data_speech_commands_v0.02/down/38d78313_down_0.wav,data_speech_commands_v0.02/no/e3e0f145_no_0.wav
0,data_speech_commands_v0.02/down/38d78313_down_0.wav,data_speech_commands_v0.02/one/cd671b5f_one_2.wav
1,data_speech_commands_v0.02/down/e9bc5cc2_down_0.wav,data_speech_commands_v0.02/eight/e9bc5cc2_eight_3.wav
1,data_speech_commands_v0.02/down/e9bc5cc2_down_0.wav,data_speech_commands_v0.02/up/e9bc5cc2_up_0.wav
0,data_speech_commands_v0.02/down/e9bc5cc2_down_0.wav,data_speech_commands_v0.02/nine/fbb56351_nine_1.wav
0,data_speech_commands_v0.02/down/e9bc5cc2_down_0.wav,data_speech_commands_v0.02/one/fda46b78_one_3.wav
1,data_speech_commands_v0.02/down/686d030b_down_0.wav,data_speech_commands_v0.02/right/686d030b_right_3.wav
1,data_speech_commands_v0.02/down/686d030b_down_0.wav,data_speech_commands_v0.02/two/686d030b_two_0.wav
0,data_speech_commands_v0.02/down/686d030b_down_0.wav,data_speech_commands_v0.02/six/834f03fe_six_0.wav
0,data_speech_commands_v0.02/down/686d030b_down_0.wav,data_speech_commands_v0.02/yes/24a3e589_yes_0.wav
1,data_speech_commands_v0.02/down/e54a0f16_down_0.wav,data_speech_commands_v0.02/one/e54a0f16_one_3.wav
1,data_speech_commands_v0.02/down/e54a0f16_down_0.wav,data_speech_commands_v0.02/seven/e54a0f16_seven_1.wav
0,data_speech_commands_v0.02/down/e54a0f16_down_0.wav,data_speech_commands_v0.02/five/226537ab_five_1.wav
0,data_speech_commands_v0.02/down/e54a0f16_down_0.wav,data_speech_commands_v0.02/yes/5f5eef60_yes_3.wav
1,data_speech_commands_v0.02/down/30060aba_down_0.wav,data_speech_commands_v0.02/nine/30060aba_nine_3.wav
1,data_speech_commands_v0.02/down/30060aba_down_0.wav,data_speech_commands_v0.02/right/30060aba_right_2.wav
0,data_speech_commands_v0.02/down/30060aba_down_0.wav,data_speech_commands_v0.02/go/eeaf97c3_go_1.wav
0,data_speech_commands_v0.02/down/30060aba_down_0.wav,data_speech_commands_v0.02/go/cce7416f_go_3.wav
1,data_speech_commands_v0.02/one/8eb4a1bf_one_0.wav,data_speech_commands_v0.02/right/8eb4a1bf_right_0.wav
1,data_speech_commands_v0.02/one/8eb4a1bf_one_0.wav,data_speech_commands_v0.02/yes/8eb4a1bf_yes_1.wav
0,data_speech_commands_v0.02/one/8eb4a1bf_one_0.wav,data_speech_commands_v0.02/off/333d7ddb_off_1.wav
0,data_speech_commands_v0.02/one/8eb4a1bf_one_0.wav,data_speech_commands_v0.02/one/d98dd124_one_2.wav
1,data_speech_commands_v0.02/one/6bf5baf3_one_0.wav,data_speech_commands_v0.02/backward/6bf5baf3_backward_2.wav
1,data_speech_commands_v0.02/one/6bf5baf3_one_0.wav,data_speech_commands_v0.02/two/6bf5baf3_two_1.wav
0,data_speech_commands_v0.02/one/6bf5baf3_one_0.wav,data_speech_commands_v0.02/six/3d794813_six_0.wav
0,data_speech_commands_v0.02/one/6bf5baf3_one_0.wav,data_speech_commands_v0.02/zero/c1d39ce8_zero_1.wav
1,data_speech_commands_v0.02/one/5f8097e1_one_0.wav,data_speech_commands_v0.02/two/5f8097e1_two_0.wav
1,data_speech_commands_v0.02/one/5f8097e1_one_0.wav,data_speech_commands_v0.02/two/5f8097e1_two_3.wav
0,data_speech_commands_v0.02/one/5f8097e1_one_0.wav,data_speech_commands_v0.02/down/b83c1acf_down_0.wav
0,data_speech_commands_v0.02/one/5f8097e1_one_0.wav,data_speech_commands_v0.02/three/bdd22e4d_three_1.wav
1,data_speech_commands_v0.02/one/779de043_one_0.wav,data_speech_commands_v0.02/forward/779de043_forward_3.wav
1,data_speech_commands_v0.02/one/779de043_one_0.wav,data_speech_commands_v0.02/off/779de043_off_0.wav
0,data_speech_commands_v0.02/one/779de043_one_0.wav,data_speech_commands_v0.02/off/57152045_off_0.wav
0,data_speech_commands_v0.02/one/779de043_one_0.wav,data_speech_commands_v0.02/zero/3ce4910e_zero_1.wav
1,data_speech_commands_v0.02/one/f0659908_one_0.wav,data_speech_commands_v0.02/yes/f0659908_yes_0.wav
1,data_speech_commands_v0.02/one/f0659908_one_0.wav,data_speech_commands_v0.02/yes/f0659908_yes_0.wav
0,data_speech_commands_v0.02/one/f0659908_one_0.wav,data_speech_commands_v0.02/right/b12bef84_right_3.wav
0,data_speech_commands_v0.02/one/f0659908_one_0.wav,data_speech_commands_v0.02/no/ff4ed4f3_no_0.wav
1,data_speech_commands_v0.02/one/a2473d62_one_0.wav,data_speech_commands_v0.02/one/a2473d62_one_0.wav
1,data_speech_commands_v0.02/one/a2473d62_one_0.wav,data_speech_commands_v0.02/one/a2473d62_one_3.wav
0,data_speech_commands_v0.02/one/a2473d62_one_0.wav,data_speech_commands_v0.02/five/b7a0754f_five_2.wav
0,data_speech_commands_v0.02/one/a2473d62_one_0.wav,data_speech_commands_v0.02/go/8eb4a1bf_go_3.wav
1,data_speech_commands_v0.02/one/856eb138_one_0.wav,data_speech_commands_v0.02/backward/856eb138_backward_0.wav
1,data_speech_commands_v0.02/one/856eb138_one_0.wav,data_speech_commands_v0.02/right/856eb138_right_1.wav
0,data_speech_commands_v0.02/one/856eb138_one_0.wav,data_speech_commands_v0.02/down/fbb2f6cc_down_2.wav
0,data_speech_commands_v0.02/one/856eb138_one_0.wav,data_speech_commands_v0.02/visual/1b42b551_visual_1.wav
1,data_speech_commands_v0.02/one/bb05582b_one_0.wav,data_speech_commands_v0.02/two/bb05582b_two_3.wav
1,data_speech_commands_v0.02/one/bb05582b_one_0.wav,data_speech_commands_v0.02/no/bb05582b_no_0.wav
0,data_speech_commands_v0.02/one/bb05582b_one_0.wav,data_speech_commands_v0.02/down/02ade946_down_3.wav
0,data_speech_commands_v0.02/one/bb05582b_one_0.wav,data_speech_commands_v0.02/seven/b9f46737_seven_0.wav
1,data_speech_commands_v0.02/one/f2898d06_one_0.wav,data_speech_commands_v0.02/visual/f2898d06_visual_0.wav
1,data_speech_commands_v0.02/one/f2898d06_one_0.wav,data_speech_commands_v0.02/stop/f2898d06_stop_3.wav
0,data_speech_commands_v0.02/one/f2898d06_one_0.wav,data_speech_commands_v0.02/six/bb05582b_six_0.wav
0,data_speech_commands_v0.02/one/f2898d06_one_0.wav,data_speech_commands_v0.02/marvin/4954abe8_marvin_1.wav
1,data_speech_commands_v0.02/one/a7200079_one_0.wav,data_speech_commands_v0.02/follow/a7200079_follow_1.wav
1,data_speech_commands_v0.02/one/a7200079_one_0.wav,data_speech_commands_v0.02/go/a7200079_go_3.wav
0,data_speech_commands_v0.02/one/a7200079_one_0.wav,data_speech_commands_v0.02/one/73f20b00_one_0.wav
0,data_speech_commands_v0.02/one/a7200079_one_0.wav,data_speech_commands_v0.02/five/b2ae3928_five_0.wav
1,data_speech_commands_v0.02/one/5a5721f8_one_0.wav,data_speech_commands_v0.02/on/5a5721f8_on_1.wav
1,data_speech_commands_v0.02/one/5a5721f8_one_0.wav,data_speech_commands_v0.02/six/5a5721f8_six_2.wav
0,data_speech_commands_v0.02/one/5a5721f8_one_0.wav,data_speech_commands_v0.02/zero/1a994c9f_zero_2.wav
0,data_speech_commands_v0.02/one/5a5721f8_one_0.wav,data_speech_commands_v0.02/five/692a88e6_five_1.wav
1,data_speech_commands_v0.02/one/e4200516_one_0.wav,data_speech_commands_v0.02/one/e4200516_one_0.wav
1,data_speech_commands_v0.02/one/e4200516_one_0.wav,data_speech_commands_v0.02/one/e4200516_one_3.wav
0,data_speech_commands_v0.02/one/e4200516_one_0.wav,data_speech_commands_v0.02/five/234d6a48_five_2.wav
0,data_speech_commands_v0.02/one/e4200516_one_0.wav,data_speech_commands_v0.02/up/c5a1e46c_up_3.wav
1,data_speech_commands_v0.02/one/21832144_one_0.wav,data_speech_commands_v0.02/up/21832144_up_3.wav
1,data_speech_commands_v0.02/one/21832144_one_0.wav,data_speech_commands_v0.02/one/21832144_one_3.wav
0,data_speech_commands_v0.02/one/21832144_one_0.wav,data_speech_commands_v0.02/two/4995d875_two_1.wav
0,data_speech_commands_v0.02/one/21832144_one_0.wav,data_speech_commands_v0.02/yes/0132a06d_yes_3.wav
1,data_speech_commands_v0.02/one/cd671b5f_one_0.wav,data_speech_commands_v0.02/backward/cd671b5f_backward_1.wav
1,data_speech_commands_v0.02/one/cd671b5f_one_0.wav,data_speech_commands_v0.02/one/cd671b5f_one_0.wav
0,data_speech_commands_v0.02/one/cd671b5f_one_0.wav,data_speech_commands_v0.02/five/365908bd_five_2.wav
0,data_speech_commands_v0.02/one/cd671b5f_one_0.wav,data_speech_commands_v0.02/visual/08ab231c_visual_1.wav
1,data_speech_commands_v0.02/happy/6d0ad764_happy_0.wav,data_speech_commands_v0.02/happy/6d0ad764_happy_1.wav
1,data_speech_commands_v0.02/happy/6d0ad764_happy_0.wav,data_speech_commands_v0.02/happy/6d0ad764_happy_1.wav
0,data_speech_commands_v0.02/happy/6d0ad764_happy_0.wav,data_speech_commands_v0.02/four/0b7ee1a0_four_2.wav
0,data_speech_commands_v0.02/happy/6d0ad764_happy_0.wav,data_speech_commands_v0.02/eight/37b03ab1_eight_0.wav
1,data_speech_commands_v0.02/happy/afb9e62e_happy_0.wav,data_speech_commands_v0.02/happy/afb9e62e_happy_2.wav
1,data_speech_commands_v0.02/happy/afb9e62e_happy_0.wav,data_speech_commands_v0.02/happy/afb9e62e_happy_1.wav
0,data_speech_commands_v0.02/happy/afb9e62e_happy_0.wav,data_speech_commands_v0.02/three/64df20d8_three_2.wav
0,data_speech_commands_v0.02/happy/afb9e62e_happy_0.wav,data_speech_commands_v0.02/no/3a69f765_no_2.wav
1,data_speech_commands_v0.02/happy/d8c52371_happy_0.wav,data_speech_commands_v0.02/happy/d8c52371_happy_1.wav
1,data_speech_commands_v0.02/happy/d8c52371_happy_0.wav,data_speech_commands_v0.02/happy/d8c52371_happy_1.wav
0,data_speech_commands_v0.02/happy/d8c52371_happy_0.wav,data_speech_commands_v0.02/five/87d5e978_five_3.wav
0,data_speech_commands_v0.02/happy/d8c52371_happy_0.wav,data_speech_commands_v0.02/up/66cbe2b3_up_1.wav
1,data_speech_commands_v0.02/happy/893705bb_happy_0.wav,data_speech_commands_v0.02/no/893705bb_no_0.wav
1,data_speech_commands_v0.02/happy/893705bb_happy_0.wav,data_speech_commands_v0.02/stop/893705bb_stop_2.wav
0,data_speech_commands_v0.02/happy/893705bb_happy_0.wav,data_speech_commands_v0.02/up/a04817c2_up_3.wav
0,data_speech_commands_v0.02/happy/893705bb_happy_0.wav,data_speech_commands_v0.02/two/c6ee87a7_two_1.wav
1,data_speech_commands_v0.02/happy/5828dfa2_happy_0.wav,data_speech_commands_v0.02/happy/5828dfa2_happy_2.wav
1,data_speech_commands_v0.02/happy/5828dfa2_happy_0.wav,data_speech_commands_v0.02/happy/5828dfa2_happy_0.wav
0,data_speech_commands_v0.02/happy/5828dfa2_happy_0.wav,data_speech_commands_v0.02/five/90e72357_five_2.wav
0,data_speech_commands_v0.02/happy/5828dfa2_happy_0.wav,data_speech_commands_v0.02/nine/3a929277_nine_1.wav
1,data_speech_commands_v0.02/happy/1fd85ee4_happy_0.wav,data_speech_commands_v0.02/happy/1fd85ee4_happy_2.wav
1,data_speech_commands_v0.02/happy/1fd85ee4_happy_0.wav,data_speech_commands_v0.02/happy/1fd85ee4_happy_3.wav
0,data_speech_commands_v0.02/happy/1fd85ee4_happy_0.wav,data_speech_commands_v0.02/four/893705bb_four_2.wav
0,data_speech_commands_v0.02/happy/1fd85ee4_happy_0.wav,data_speech_commands_v0.02/five/067f61e2_five_2.wav
1,data_speech_commands_v0.02/happy/b36c27c2_happy_0.wav,data_speech_commands_v0.02/happy/b36c27c2_happy_2.wav
1,data_speech_commands_v0.02/happy/b36c27c2_happy_0.wav,data_speech_commands_v0.02/happy/b36c27c2_happy_2.wav
0,data_speech_commands_v0.02/happy/b36c27c2_happy_0.wav,data_speech_commands_v0.02/off/686d030b_off_1.wav
0,data_speech_commands_v0.02/happy/b36c27c2_happy_0.wav,data_speech_commands_v0.02/one/09bcdc9d_one_0.wav
1,data_speech_commands_v0.02/happy/c50f55b8_happy_0.wav,data_speech_commands_v0.02/nine/c50f55b8_nine_1.wav
1,data_speech_commands_v0.02/happy/c50f55b8_happy_0.wav,data_speech_commands_v0.02/go/c50f55b8_go_1.wav
0,data_speech_commands_v0.02/happy/c50f55b8_happy_0.wav,data_speech_commands_v0.02/four/472b8045_four_3.wav
0,data_speech_commands_v0.02/happy/c50f55b8_happy_0.wav,data_speech_commands_v0.02/on/ace072ba_on_0.wav
1,data_speech_commands_v0.02/happy/71904de3_happy_0.wav,data_speech_commands_v0.02/happy/71904de3_happy_3.wav
1,data_speech_commands_v0.02/happy/71904de3_happy_0.wav,data_speech_commands_v0.02/happy/71904de3_happy_2.wav
0,data_speech_commands_v0.02/happy/71904de3_happy_0.wav,data_speech_commands_v0.02/nine/3102f006_nine_3.wav
0,data_speech_commands_v0.02/happy/71904de3_happy_0.wav,data_speech_commands_v0.02/one/e6327279_one_2.wav
1,data_speech_commands_v0.02/happy/db43cd03_happy_0.wav,data_speech_commands_v0.02/happy/db43cd03_happy_3.wav
1,data_speech_commands_v0.02/happy/db43cd03_happy_0.wav,data_speech_commands_v0.02/happy/db43cd03_happy_1.wav
0,data_speech_commands_v0.02/happy/db43cd03_happy_0.wav,data_speech_commands_v0.02/left/0717b9f6_left_3.wav
0,data_speech_commands_v0.02/happy/db43cd03_happy_0.wav,data_speech_commands_v0.02/one/9e92ef0c_one_0.wav
1,data_speech_commands_v0.02/happy/9d32f10a_happy_0.wav,data_speech_commands_v0.02/happy/9d32f10a_happy_2.wav
1,data_speech_commands_v0.02/happy/9d32f10a_happy_0.wav,data_speech_commands_v0.02/happy/9d32f10a_happy_2.wav
0,data_speech_commands_v0.02/happy/9d32f10a_happy_0.wav,data_speech_commands_v0.02/stop/ee1d8d49_stop_2.wav
0,data_speech_commands_v0.02/happy/9d32f10a_happy_0.wav,data_speech_commands_v0.02/up/61ab8fbc_up_2.wav
1,data_speech_commands_v0.02/happy/365531e2_happy_0.wav,data_speech_commands_v0.02/happy/365531e2_happy_0.wav
1,data_speech_commands_v0.02/happy/365531e2_happy_0.wav,data_speech_commands_v0.02/happy/365531e2_happy_2.wav
0,data_speech_commands_v0.02/happy/365531e2_happy_0.wav,data_speech_commands_v0.02/left/8fe67225_left_0.wav
0,data_speech_commands_v0.02/happy/365531e2_happy_0.wav,data_speech_commands_v0.02/forward/bcf614a2_forward_3.wav
1,data_speech_commands_v0.02/happy/37e8db82_happy_0.wav,data_speech_commands_v0.02/happy/37e8db82_happy_3.wav
1,data_speech_commands_v0.02/happy/37e8db82_happy_0.wav,data_speech_commands_v0.02/no/37e8db82_no_2.wav
0,data_speech_commands_v0.02/happy/37e8db82_happy_0.wav,data_speech_commands_v0.02/five/c2dccf38_five_2.wav
0,data_speech_commands_v0.02/happy/37e8db82_happy_0.wav,data_speech_commands_v0.02/down/70a00e98_down_2.wav
1,data_speech_commands_v0.02/happy/e0611c84_happy_0.wav,data_speech_commands_v0.02/wow/e0611c84_wow_0.wav
1,data_speech_commands_v0.02/happy/e0611c84_happy_0.wav,data_speech_commands_v0.02/happy/e0611c84_happy_0.wav
0,data_speech_commands_v0.02/happy/e0611c84_happy_0.wav,data_speech_commands_v0.02/right/2aca1e72_right_0.wav
0,data_speech_commands_v0.02/happy/e0611c84_happy_0.wav,data_speech_commands_v0.02/off/333d7ddb_off_1.wav
1,data_speech_commands_v0.02/five/36050ef3_five_0.wav,data_speech_commands_v0.02/three/36050ef3_three_0.wav
1,data_speech_commands_v0.02/five/36050ef3_five_0.wav,data_speech_commands_v0.02/no/36050ef3_no_1.wav
0,data_speech_commands_v0.02/five/36050ef3_five_0.wav,data_speech_commands_v0.02/eight/b4aa9fef_eight_0.wav
0,data_speech_commands_v0.02/five/36050ef3_five_0.wav,data_speech_commands_v0.02/four/96d8bb6f_four_3.wav
1,data_speech_commands_v0.02/five/c50f55b8_five_10.wav,data_speech_commands_v0.02/forward/c50f55b8_forward_2.wav
1,data_speech_commands_v0.02/five/c50f55b8_five_10.wav,data_speech_commands_v0.02/yes/c50f55b8_yes_1.wav
0,data_speech_commands_v0.02/five/c50f55b8_five_10.wav,data_speech_commands_v0.02/up/0b7ee1a0_up_2.wav
0,data_speech_commands_v0.02/five/c50f55b8_five_10.wav,data_speech_commands_v0.02/yes/16d41d07_yes_3.wav
1,data_speech_commands_v0.02/five/c2dccf38_five_0.wav,data_speech_commands_v0.02/yes/c2dccf38_yes_1.wav
1,data_speech_commands_v0.02/five/c2dccf38_five_0.wav,data_speech_commands_v0.02/no/c2dccf38_no_0.wav
0,data_speech_commands_v0.02/five/c2dccf38_five_0.wav,data_speech_commands_v0.02/seven/c50f55b8_seven_1.wav
0,data_speech_commands_v0.02/five/c2dccf38_five_0.wav,data_speech_commands_v0.02/up/e71a9381_up_3.wav
1,data_speech_commands_v0.02/five/f0522ff4_five_0.wav,data_speech_commands_v0.02/right/f0522ff4_right_3.wav
1,data_speech_commands_v0.02/five/f0522ff4_five_0.wav,data_speech_commands_v0.02/five/f0522ff4_five_3.wav
0,data_speech_commands_v0.02/five/f0522ff4_five_0.wav,data_speech_commands_v0.02/seven/1dce06e8_seven_1.wav
0,data_speech_commands_v0.02/five/f0522ff4_five_0.wav,data_speech_commands_v0.02/backward/cd671b5f_backward_1.wav
1,data_speech_commands_v0.02/five/471a0925_five_0.wav,data_speech_commands_v0.02/five/471a0925_five_0.wav
1,data_speech_commands_v0.02/five/471a0925_five_0.wav,data_speech_commands_v0.02/two/471a0925_two_3.wav
0,data_speech_commands_v0.02/five/471a0925_five_0.wav,data_speech_commands_v0.02/wow/0a7c2a8d_wow_0.wav
0,data_speech_commands_v0.02/five/471a0925_five_0.wav,data_speech_commands_v0.02/dog/57376a4c_dog_0.wav
1,data_speech_commands_v0.02/five/15c563d7_five_0.wav,data_speech_commands_v0.02/right/15c563d7_right_2.wav
1,data_speech_commands_v0.02/five/15c563d7_five_0.wav,data_speech_commands_v0.02/stop/15c563d7_stop_1.wav
0,data_speech_commands_v0.02/five/15c563d7_five_0.wav,data_speech_commands_v0.02/off/978240e1_off_2.wav
0,data_speech_commands_v0.02/five/15c563d7_five_0.wav,data_speech_commands_v0.02/zero/81332c92_zero_3.wav
1,data_speech_commands_v0.02/five/3e31dffe_five_0.wav,data_speech_commands_v0.02/down/3e31dffe_down_0.wav
1,data_speech_commands_v0.02/five/3e31dffe_five_0.wav,data_speech_commands_v0.02/down/3e31dffe_down_0.wav
0,data_speech_commands_v0.02/five/3e31dffe_five_0.wav,data_speech_commands_v0.02/up/db24628d_up_2.wav
0,data_speech_commands_v0.02/five/3e31dffe_five_0.wav,data_speech_commands_v0.02/go/0f7266cf_go_1.wav
1,data_speech_commands_v0.02/five/f5341341_five_0.wav,data_speech_commands_v0.02/right/f5341341_right_1.wav
1,data_speech_commands_v0.02/five/f5341341_five_0.wav,data_speech_commands_v0.02/right/f5341341_right_3.wav
0,data_speech_commands_v0.02/five/f5341341_five_0.wav,data_speech_commands_v0.02/zero/5f8097e1_zero_1.wav
0,data_speech_commands_v0.02/five/f5341341_five_0.wav,data_speech_commands_v0.02/three/eeaf97c3_three_3.wav
1,data_speech_commands_v0.02/five/a77fbcfd_five_0.wav,data_speech_commands_v0.02/eight/a77fbcfd_eight_3.wav
1,data_speech_commands_v0.02/five/a77fbcfd_five_0.wav,data_speech_commands_v0.02/forward/a77fbcfd_forward_2.wav
0,data_speech_commands_v0.02/five/a77fbcfd_five_0.wav,data_speech_commands_v0.02/no/d0faf7e4_no_3.wav
0,data_speech_commands_v0.02/five/a77fbcfd_five_0.wav,data_speech_commands_v0.02/four/18e910f4_four_2.wav
1,data_speech_commands_v0.02/five/c6ee87a7_five_0.wav,data_speech_commands_v0.02/up/c6ee87a7_up_1.wav
1,data_speech_commands_v0.02/five/c6ee87a7_five_0.wav,data_speech_commands_v0.02/yes/c6ee87a7_yes_0.wav
0,data_speech_commands_v0.02/five/c6ee87a7_five_0.wav,data_speech_commands_v0.02/one/b414c653_one_3.wav
0,data_speech_commands_v0.02/five/c6ee87a7_five_0.wav,data_speech_commands_v0.02/down/332d33b1_down_0.wav
1,data_speech_commands_v0.02/five/dae01802_five_0.wav,data_speech_commands_v0.02/eight/dae01802_eight_1.wav
1,data_speech_commands_v0.02/five/dae01802_five_0.wav,data_speech_commands_v0.02/two/dae01802_two_3.wav
0,data_speech_commands_v0.02/five/dae01802_five_0.wav,data_speech_commands_v0.02/down/fbb56351_down_2.wav
0,data_speech_commands_v0.02/five/dae01802_five_0.wav,data_speech_commands_v0.02/up/3ce4910e_up_1.wav
1,data_speech_commands_v0.02/five/d394ef8e_five_0.wav,data_speech_commands_v0.02/go/d394ef8e_go_2.wav
1,data_speech_commands_v0.02/five/d394ef8e_five_0.wav,data_speech_commands_v0.02/two/d394ef8e_two_0.wav
0,data_speech_commands_v0.02/five/d394ef8e_five_0.wav,data_speech_commands_v0.02/five/0b7ee1a0_five_0.wav
0,data_speech_commands_v0.02/five/d394ef8e_five_0.wav,data_speech_commands_v0.02/down/c7dc7278_down_2.wav
1,data_speech_commands_v0.02/five/52162b51_five_0.wav,data_speech_commands_v0.02/five/52162b51_five_1.wav
1,data_speech_commands_v0.02/five/52162b51_five_0.wav,data_speech_commands_v0.02/down/52162b51_down_1.wav
0,data_speech_commands_v0.02/five/52162b51_five_0.wav,data_speech_commands_v0.02/learn/c98bbbd3_learn_1.wav
0,data_speech_commands_v0.02/five/52162b51_five_0.wav,data_speech_commands_v0.02/eight/0cb74144_eight_0.wav
1,data_speech_commands_v0.02/five/5f8097e1_five_0.wav,data_speech_commands_v0.02/on/5f8097e1_on_2.wav
1,data_speech_commands_v0.02/five/5f8097e1_five_0.wav,data_speech_commands_v0.02/nine/5f8097e1_nine_1.wav
0,data_speech_commands_v0.02/five/5f8097e1_five_0.wav,data_speech_commands_v0.02/off/0ba018fc_off_1.wav
0,data_speech_commands_v0.02/five/5f8097e1_five_0.wav,data_speech_commands_v0.02/eight/0cb74144_eight_1.wav
1,data_speech_commands_v0.02/off/bfd26d6b_off_0.wav,data_speech_commands_v0.02/seven/bfd26d6b_seven_2.wav
1,data_speech_commands_v0.02/off/bfd26d6b_off_0.wav,data_speech_commands_v0.02/seven/bfd26d6b_seven_2.wav
0,data_speech_commands_v0.02/off/bfd26d6b_off_0.wav,data_speech_commands_v0.02/one/9448c397_one_3.wav
0,data_speech_commands_v0.02/off/bfd26d6b_off_0.wav,data_speech_commands_v0.02/one/06f6c194_one_2.wav
1,data_speech_commands_v0.02/off/42f81601_off_0.wav,data_speech_commands_v0.02/five/42f81601_five_3.wav
1,data_speech_commands_v0.02/off/42f81601_off_0.wav,data_speech_commands_v0.02/five/42f81601_five_2.wav
0,data_speech_commands_v0.02/off/42f81601_off_0.wav,data_speech_commands_v0.02/go/c0445658_go_1.wav
0,data_speech_commands_v0.02/off/42f81601_off_0.wav,data_speech_commands_v0.02/up/b4ea0d9a_up_0.wav
1,data_speech_commands_v0.02/off/2b5e346d_off_0.wav,data_speech_commands_v0.02/follow/2b5e346d_follow_2.wav
1,data_speech_commands_v0.02/off/2b5e346d_off_0.wav,data_speech_commands_v0.02/six/2b5e346d_six_2.wav
0,data_speech_commands_v0.02/off/2b5e346d_off_0.wav,data_speech_commands_v0.02/happy/e0611c84_happy_1.wav
0,data_speech_commands_v0.02/off/2b5e346d_off_0.wav,data_speech_commands_v0.02/eight/c5a1e46c_eight_1.wav
1,data_speech_commands_v0.02/off/c1e0e8e3_off_0.wav,data_speech_commands_v0.02/yes/c1e0e8e3_yes_2.wav
1,data_speech_commands_v0.02/off/c1e0e8e3_off_0.wav,data_speech_commands_v0.02/six/c1e0e8e3_six_3.wav
0,data_speech_commands_v0.02/off/c1e0e8e3_off_0.wav,data_speech_commands_v0.02/down/02ade946_down_3.wav
0,data_speech_commands_v0.02/off/c1e0e8e3_off_0.wav,data_speech_commands_v0.02/seven/c9b653a0_seven_3.wav
1,data_speech_commands_v0.02/off/6fb3d5a7_off_0.wav,data_speech_commands_v0.02/no/6fb3d5a7_no_3.wav
